"start_date","end_date"
19840325,19840425
19861125,19861223
19901205,19910113
19910312,19910515
19931030,19931116
19931117,19940110
19941227,19950131
19960313,19960415
19971108,19971123
19980128,19980323
19980324,19980418
19990225,19990325
20020309,20020404
20041021,20041117
20061112,20061208
20090330,20091019
20100305,20100425
20111015,20111116
20121012,20121127
20150325,20150407
20151020,20151114
20161116,20161201
20190223,20190313
20201112,20201225
20220202,20220221
20220306,20220327
